Date,Close,High,Low,Open,Volume
2021-01-04,85.59902954101562,87.402120207572,84.65731177627322,87.27864427300177,37324000
2021-01-05,86.28931427001953,86.62553228807558,85.14130146810675,85.54744478278593,20360000
2021-01-06,85.43785095214844,86.48371128165162,84.10983019384653,84.31612534175449,46588000
2021-01-07,87.98976135253906,88.1623310238462,85.6302573853082,85.6302573853082,41936000
2021-01-08,89.15463256835938,89.23050541250267,87.3391324437346,88.12960383731487,35484000
2021-01-11,87.09465789794922,88.48764764784643,86.88886216525205,88.1226604372479,34796000
2021-01-12,86.15938568115234,87.67039562957231,85.11551546654566,86.55263508531978,29528000
2021-01-13,86.64636993408203,87.09962451285838,85.65803281300867,85.65803281300867,23432000
2021-01-14,85.83655548095703,87.6530469372006,85.59604301970084,86.72669751036699,29212000
2021-01-15,85.67291259765625,86.6647153768153,84.88393935871447,85.74233848952319,31444000
2021-01-19,88.49211883544922,89.45267807678509,85.93128331929772,86.43561418775866,41660000
2021-01-20,93.2329330444336,94.20737744445935,90.2297543947526,90.56993747642773,64152000
2021-01-21,93.43526458740234,95.81211977776022,93.20020779390292,93.90637699930276,58634000
2021-01-22,93.85231018066406,94.43896084883244,93.05589117003072,93.79776072604932,32744000
2021-01-25,93.9376220703125,95.3033412177062,92.1960193487734,94.85306031490458,50586000
2021-01-26,94.6155014038086,95.00230386878825,93.03754741432294,93.5265024141675,31462000
2021-01-27,90.20148468017578,93.2527658262995,89.12736210402838,92.97704477868687,82512000
2021-01-28,91.90045166015624,93.62568701190574,90.79954993985908,90.79954993985908,55278000
2021-01-29,90.6190414428711,91.61977320852743,89.33962239135802,90.94931198226256,44530000
2021-02-01,93.87760925292967,94.9918967269816,91.47347570612914,91.47347570612914,40252000
2021-02-02,95.16942596435548,96.6695245972113,94.53714717102396,94.87238152496506,66332000
2021-02-03,102.1001434326172,104.4675776467,99.85222011919,102.43388711910048,97882000
2021-02-04,101.83979034423828,102.61686084448914,100.92087916656516,102.18642035715034,48596000
2021-02-05,103.58535766601562,103.93794279316154,101.65977493755004,102.13385347188655,29866000
2021-02-08,103.37163543701172,104.8831449457621,102.32181757236562,104.13929285394818,28828000
2021-02-09,102.91887664794922,104.06539887651223,102.65158507922344,102.88961562155748,21892000
2021-02-10,103.46883392333984,104.08375438993346,101.7708695093698,103.3032030355866,25102000
2021-02-11,103.58141326904295,103.84175849827324,102.59506609194028,103.69299411977336,20480000
2021-02-12,103.89283752441406,104.11450097821871,102.82862745386912,103.13609147784828,18990000
2021-02-16,104.6698989868164,106.37778331502908,103.73016383309847,103.73016383309847,31004000
2021-02-17,105.06265258789062,105.25208878200296,103.56156275847486,103.84074940988164,20294000
2021-02-18,104.42740631103516,105.22978044150346,103.8085208383096,104.38724144669854,22546000
2021-02-19,103.58435821533205,105.06065887312454,103.3175660994923,104.52558397133274,37938000
2021-02-22,101.8710479736328,103.16386794756684,101.56061772405778,101.838321323312,29466000
2021-02-23,102.16163635253906,102.77556555705188,98.69578224116516,99.87404748325244,34658000
2021-02-24,103.33642578125,103.56007930549984,100.54549736259403,100.66996455548863,22608000
2021-02-25,99.9712371826172,103.2962567729016,99.50211491084728,101.95385140255122,41548000
2021-02-26,100.2667999267578,101.98311399374562,99.23036778781363,100.6655050872536,40042000
2021-03-01,102.6347427368164,102.96054884419658,100.8871849716831,101.56061999838307,26060000
2021-03-02,102.37785339355467,103.87845154552576,101.99055905326092,102.39570360453789,25564000
2021-03-03,99.74610137939452,102.94862875695728,98.88273085300932,101.75648597138569,33892000
2021-03-04,100.86287689208984,102.87920915491242,99.44955486444132,99.91768591072356,49216000
2021-03-05,103.99398803710938,104.44674319929116,100.55788705118852,102.21271269276662,53100000
2021-03-08,99.55220794677734,104.820661009737,99.43765332889345,103.34883204318704,36868000
2021-03-09,101.18173217773438,102.35007722648686,100.94568414890182,101.6473888421462,33920000
2021-03-10,100.97494506835938,102.2251105144304,100.13885303854282,102.2251105144304,27100000
2021-03-11,104.16607666015624,104.69817791198815,101.97964900779093,102.06742452714884,27702000
2021-03-12,101.65979766845705,103.02898236449592,100.78800509502294,102.96947661164478,33818000
2021-03-15,101.87996673583984,101.90723768058707,100.5583928421277,101.41084443797796,26168000
2021-03-16,103.34039306640624,104.81767759960309,102.12047238189682,102.45272538765994,31900000
2021-03-17,103.25758361816406,104.08970309819377,101.36820045374888,102.57571917832706,26382000
2021-03-18,100.23853302001952,102.58960018110442,100.13141662467372,101.56952763068206,31700000
2021-03-19,100.51721954345705,101.017085924643,99.32556866080016,100.65458821260704,46072000
2021-03-22,100.7021942138672,101.57745981871108,99.87453168948488,100.5504485175428,33536000
2021-03-23,101.22984313964844,102.35950652224362,100.56881023451596,101.16140850104202,28510000
